Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARCX,Arc Logistic Partners LP,14.8,$288.83M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,21.22,$21.68B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARH^C,Arch Capital Group Ltd.,25.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ARCH,Arch Coal Inc.,70.04,$1.75B,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,42.02,$23.88B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,Archrock Inc.,10.8,$766.58M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,Arconic Inc.,27.36,$12.06B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc
ARNC^B,Arconic Inc.,42.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b
ARCO,Arcos Dorados Holdings Inc.,8.1,$1.71B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ARD,Ardagh Group S.A.,22.78,$5.33B,2017,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,7.7,$258.53M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.6788,$205.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU.CL,Ares Capital Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru.cl
ACRE,Ares Commercial Real Estate Corporation,13.34,$379.96M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,Ares Dynamic Credit Allocation Fund Inc.,16.3,$374.77M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,18.2,$3.85B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,Argan Inc.,64.75,$1B,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,Arista Networks Inc.,149.46,$10.76B,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,14.55,$346.92M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,24.4658,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ai^b
AIC,Arlington Asset Investment Corp,23.559,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.65,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,Armada Hoffler Properties Inc.,13.46,$604.56M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,ARMOUR Residential REIT Inc.,26.28,$965.33M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,ARMOUR Residential REIT Inc.,25.3563,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,ARMOUR Residential REIT Inc.,24.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,Armstrong Flooring Inc.,18.45,$510.39M,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,44.25,$2.35B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,Arrow Electronics Inc.,77.11,$6.85B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,57.88,$10.39B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,30.2,$2.28B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,12.08,$233.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,55.35,$1.17B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,Ashford Hospitality Prime Inc.,10.08,$321.95M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHP^B,Ashford Hospitality Prime Inc.,20,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,6.67,$649.91M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,25.7415,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,24.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,24.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
ASH,Ashland Global Holdings Inc.,67.21,$4.18B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,Asia Pacific Fund Inc. (The),12.88,$133.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,Asia Tigers Fund Inc. (The),12.3233,$42.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,Aspen Aerogels Inc.,4.54,$106.73M,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,50.1,$3.01B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^B.CL,Aspen Insurance Holdings Limited,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b.cl
AHL^C,Aspen Insurance Holdings Limited,28.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.7101,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,25.3,$3.85B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.379,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.032,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,Associated Capital Group Inc.,34.25,$829.83M,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,Assurant Inc.,101.68,$5.57B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,41.67,$5.08B,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,20.54,$2.09B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,25.7492,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,34.17,$86.52B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,22.75,$1.37B,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home
T,AT&T Inc.,38.79,$238.48B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,10.4,$768.65M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,50.03,$10.03B,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,21.8,$1.38B,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.55,$293.84M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,83.64,$8.81B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,Atwood Oceanics Inc.,9.62,$774.6M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,3.99,$3.84B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,44.99,$5.19B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,Autoliv Inc.,111.94,$9.89B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,AutoNation Inc.,40.65,$4.12B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,AutoZone Inc.,606.36,$17.07B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,AvalonBay Communities Inc.,194.99,$26.87B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,Avangrid Inc.,44.75,$13.83B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,14.16,$185.13M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,84.09,$7.45B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,6.7,$834.98M,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,43.72,$2.82B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AVT,Avnet Inc.,38.64,$4.83B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,Avon Products Inc.,3.54,$1.56B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,16.8,$2.82B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,33.59,$8.13B,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,64.95,$5.49B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AXON          ,Axovant Sciences Ltd.,21.93,$2.34B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AZUL,Azul S.A.,20.99,$6.5B,2017,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,15.71,$407.14M,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,57.5,$1.5B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,B&G Foods Inc.,40.15,$2.67B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,11.52,$562.54M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,20.29,$406.97M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,Badger Meter Inc.,41.2,$1.2B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,55.53,$23.63B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,22.98,$1.31B,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,40.28,$14.14B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,26.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,Banc of California Inc.,22.6,$1.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,Banc of California Inc.,26.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,Banc of California Inc.,26.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,Banc of California Inc.,26.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.33,$54.7B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,8.2,$49.9B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,8.05,$48.98B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,77.55,$12.62B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,Banco Latinoamericano de Comercio Exterior S.A.,28.56,$1.12B,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,7.47,$56.18B,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,24.44,$11.51B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,Banco Santander S.A.,6.84,$99.74B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,Banco Santander S.A.,25.905,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,Banco Santander S.A.,24.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,Banco Santander S.A.,25.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,Banco Santander S.A.,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,44.55,$10.71B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Inc.,31.2,$2.85B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,23.67,$235.56B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,26.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,26.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,23.9546,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,26.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1254.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,27.03,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,27.06,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,21.7785,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,24.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.0724,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,83.59,$3.57B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,69.75,$45.48B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),34.91,$1.89B,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),49.4,$51.37B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),58.38,$70.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,Bankrate Inc.,10.85,$971.21M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,BankUnited Inc.,34.91,$3.73B,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,10.58,$44.9B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,26.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,15.04,$298.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,13.92,$144.83M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,Barnes & Noble Education Inc,10.23,$475.16M,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,Barnes & Noble Inc.,7.05,$510.9M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,Barnes Group Inc.,59.91,$3.22B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,Barracuda Networks Inc.,21.88,$1.16B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,16.32,$19.03B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,Basic Energy Services Inc.,25.8,$670.81M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,58.91,$32.03B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,2.75,$644.06M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,44.11,$35.79B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.229,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,19.31,$3.46B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BCE,BCE Inc.,45.02,$40.49B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,Beazer Homes USA Inc.,12.12,$406.57M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,Becton Dickinson and Company,192,$43.65B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDXA,Becton Dickinson and Company,53.94,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,77.52,$3.28B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,107.409,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.6073,$149.75M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,13.45,$1.37B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,Bemis Company Inc.,44.97,$4.14B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,Benchmark Electronics Inc.,33.7,$1.68B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,Berkshire Hills Bancorp Inc.,36.3,$1.47B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BERY,Berry Global Group Inc.,57.93,$7.5B,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BBY,Best Buy Co. Inc.,58.13,$17.73B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,BGC Partners Inc.,25.6621,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,35.39,$94.18B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,30.69,$81.67B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,Big Lots Inc.,50.49,$2.26B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,419.81,$868M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,3.62,$276.19M,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,2.22,$82.3M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,21.5,$735.96M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bhvn
BIO,Bio-Rad Laboratories Inc.,227.31,$6.73B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,Bio-Rad Laboratories Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,27.94,$1.98B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,68.85,$3.68B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,74.99,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,Black Knight Financial Services Inc.,38.4,$5.94B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BSM,Black Stone Minerals L.P.,15.75,$3.04B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BGIO,BlackRock 2022 Global Income Opportunity Trust,10.08,$211.86M,2017,n/a,n/a,http://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,15.07,$96.95M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,14.43,$460.36M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,14.89,$656.97M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,13.78,$743.23M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk
HYT,Blackrock Corporate High Yield Fund Inc.,11.15,$1.41B,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.55,$1.46B,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz
DSU,Blackrock Debt Strategies Fund Inc.,11.81,$726.31M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dsu
BHL,Blackrock Defined Opportunity Credit Trust,13.68,$123.72M,2008,n/a,n/a,http://www.nasdaq.com/symbol/bhl
